L,R,F,M,C
2.261388,-0.184810,-0.706591,-0.706769,1.406274
-0.884036,0.338519,-0.564852,-0.496058,-2.018348
-1.095146,0.349536,-0.635722,-0.627919,-0.743187
-0.586831,0.107153,-0.564852,-0.607778,-1.039609
-0.966593,1.148301,-0.706591,-0.647584,-0.388945
0.804846,0.272414,-0.706591,-0.662356,-0.065320
-1.289745,0.608446,-0.564852,-0.646206,-0.416629
1.750714,-0.184810,-0.635722,-0.638369,-0.564922
-0.223579,2.481412,-0.706591,-0.696224,0.961583
-1.252005,-0.608981,-0.706591,-0.627491,-0.751474
0.809563,-0.184810,-0.706591,-0.658794,-0.149892
-1.247287,0.107153,-0.564852,-0.648961,-0.362552
-1.185959,-0.372106,-0.564852,-0.520710,-1.865958
-0.516067,0.949987,-0.564852,-0.629154,-0.724965
0.097214,-0.856874,-0.635722,-0.659174,-0.141768
-1.160012,1.192371,-0.706591,-0.598183,-1.163558
2.235442,2.778883,-0.706591,-0.588066,-1.281717
0.914529,2.883548,-0.635722,-0.541420,-1.716380
-0.609239,1.313563,-0.706591,-0.688244,0.670249
-1.294463,0.872865,-0.635722,-0.595191,-1.200318
-1.193035,1.677138,-0.706591,-0.615901,-0.930080
0.893300,0.977531,-0.706591,-0.648486,-0.374133
-1.007872,1.787313,-0.635722,-0.676939,0.314474
0.581942,1.352124,-0.635722,-0.692852,0.829924
0.856739,2.156397,-0.706591,-0.698124,1.028962
-0.084412,2.519973,-0.635722,-0.658081,-0.170515
-0.378079,-0.884417,-0.706591,-0.585881,-1.308413
2.086839,-0.245406,-0.635722,-0.683542,0.511863
2.261388,0.360554,-0.635722,-0.626779,-0.767938
0.222229,0.101644,-0.493983,-0.631149,-0.696522
0.992368,-0.135231,-0.635722,-0.676084,0.285280
1.295471,-0.014039,-0.423114,-0.556858,-1.592933
0.892120,-0.245406,-0.564852,-0.566738,-1.504244
-0.551449,-0.493298,-0.706591,-0.696509,0.961583
0.855559,1.478824,-0.706591,-0.516815,-1.895886
0.657422,-0.339054,-0.423114,-0.695702,0.930416
1.766046,-0.801786,-0.635722,-0.698884,1.053943
1.151586,1.032618,-0.635722,-0.690477,0.738326
-1.060944,2.299624,-0.706591,-0.691237,0.765153
-0.615136,1.754260,-0.564852,-0.675752,0.272276
-0.374541,1.682647,-0.706591,-0.709192,1.502058
1.020674,1.076688,-0.706591,-0.709192,1.502058
0.019374,0.410132,-0.564852,-0.685917,0.582462
0.521793,0.266906,-0.635722,-0.599371,-1.155547
0.283557,-0.636525,-0.635722,-0.646966,-0.411692
-1.218982,-0.592455,-0.706591,-0.622694,-0.835475
-1.014948,-0.922978,-0.706591,-0.622694,-0.835475
-0.051389,-0.052600,-0.706591,-0.677129,0.311232
-1.011410,2.530990,-0.706591,-0.677889,0.333274
-0.681181,1.666121,-0.635722,-0.575383,-1.422393
1.073746,-0.575929,-0.564852,-0.644259,-0.465490
0.132595,-0.294984,-0.635722,-0.591581,-1.248923
-0.319110,-0.928487,-0.564852,-0.693279,0.835994
-0.492480,0.724129,-0.635722,-0.628109,-0.751065
-0.335621,1.869944,-0.635722,-0.634854,-0.638319
-0.307316,1.605525,-0.706591,-0.625401,-0.794962
-1.182421,1.550438,-0.706591,-0.625401,-0.794962
2.044381,1.203388,-0.706591,-0.625401,-0.794962
0.643270,0.228345,-0.706591,-0.625401,-0.794962
-1.151757,1.858926,-0.706591,-0.625401,-0.794962
-0.688258,-0.344563,-0.706591,-0.625401,-0.794962
0.067729,2.663200,-0.635722,-0.659506,-0.145636
-0.947723,1.743243,-0.635722,-0.634949,-0.637420
-0.913521,0.735147,-0.564852,-0.614904,-0.952441
0.367293,-0.383124,-0.564852,-0.569113,-1.485426
-0.228297,0.123679,-0.423114,-0.560136,-1.568600
-1.286207,1.252967,-0.706591,-0.681309,0.430730
-0.821528,-0.228879,-0.423114,-0.590251,-1.266779
0.914529,-0.069126,-0.706591,-0.665016,-0.017377
-0.256602,0.647007,-0.635722,-0.677652,0.320888
-1.137604,1.208897,-0.706591,-0.539330,-1.740793
-0.803838,2.156397,-0.706591,-0.539330,-1.740793
-0.920597,2.927618,-0.706591,-0.539330,-1.740793
-0.320289,2.690743,-0.706591,-0.539330,-1.740793
1.032467,1.963592,-0.635722,-0.556621,-1.600609
-0.493659,-0.162775,-0.635722,-0.576001,-1.419827
1.396898,1.423737,-0.706591,-0.685347,0.556227
-1.184780,0.977531,-0.635722,-0.651479,-0.325663
0.563072,0.872865,-0.706591,-0.685347,0.556227
-0.480686,0.586411,-0.635722,-0.655564,-0.238475
-1.294463,1.214406,-0.706591,-0.639936,-0.551902
-1.042074,0.459711,-0.706591,-0.629011,-0.740914
0.584301,2.575060,-0.706591,-0.660836,-0.119367
-0.735433,1.853417,-0.564852,-0.588066,-1.292658
1.464123,-0.069126,-0.635722,-0.673662,0.204918
-0.828605,1.561455,-0.564852,-0.665824,-0.000407
-0.743689,2.283098,-0.706591,-0.633001,-0.675540
-0.164610,0.327502,-0.635722,-0.628631,-0.748216
1.158662,-0.625507,-0.706591,-0.693232,0.825175
1.656363,2.911092,-0.706591,-0.724155,2.308213
-0.917059,0.206310,-0.635722,-0.607398,-1.060054
-0.742510,0.757182,-0.564852,-0.669529,0.092717
-0.954799,1.638577,-0.706591,-0.698267,1.015218
-1.243749,1.308054,-0.706591,-0.625781,-0.794962
-0.979566,-0.796278,-0.635722,-0.664969,-0.023820
-0.819170,-0.608981,-0.706591,-0.645019,-0.459314
-0.372182,0.652516,-0.706591,-0.707814,1.421266
-0.931211,2.475903,-0.706591,-0.661026,-0.119367
0.216332,0.762691,-0.635722,-0.673804,0.204918
-0.816811,0.305467,-0.564852,-0.643689,-0.486085
0.638552,0.757182,-0.635722,-0.499858,-2.008248
-0.190557,-0.570420,-0.493983,-0.655944,-0.235283
1.776661,-0.069126,-0.564852,-0.602126,-1.130373
-1.147039,0.790234,-0.635722,-0.656799,-0.217003
-1.126990,1.958083,-0.706591,-0.709572,1.502058
1.613905,2.073766,-0.493983,-0.657701,-0.197078
-0.746048,1.820365,-0.564852,-0.581463,-1.368398
0.923964,2.354711,-0.635722,-0.674232,0.214928
-0.433510,0.916935,-0.706591,-0.653046,-0.299425
-0.741330,0.366063,-0.564852,-0.667819,0.043803
2.102171,2.299624,-0.706591,-0.655374,-0.250459
-0.985463,1.622051,-0.706591,-0.596568,-1.200318
-0.751945,-0.851365,-0.635722,-0.650719,-0.349543
1.173994,-0.889926,-0.635722,-0.626636,-0.785954
-0.254243,0.492763,-0.564852,-0.620889,-0.874786
-1.053868,1.203388,-0.706591,-0.692519,0.790922
-1.273234,-0.785260,-0.706591,-0.682212,0.446469
0.124340,-0.570420,-0.706591,-0.635851,-0.632819
0.257610,-0.713647,-0.706591,-0.635851,-0.632819
-0.714204,-0.845856,-0.706591,-0.635851,-0.632819
-1.116375,1.902996,-0.706591,-0.709667,1.502058
0.964063,2.079275,-0.706591,-0.689717,0.691345
0.028809,1.131775,-0.635722,-0.657606,-0.203098
-0.483044,1.346615,-0.635722,-0.540185,-1.740793
-1.273234,-0.476772,-0.493983,-0.496105,-2.032898
-0.842757,-0.526350,-0.706591,-0.680597,0.394102
-0.054927,-0.669577,-0.493983,-0.585311,-1.330527
1.654004,-0.570420,-0.706591,-0.581131,-1.375287
-0.928853,-0.399650,-0.635722,-0.682877,0.463332
1.175173,1.076688,-0.423114,-0.603313,-1.120048
-0.527861,-0.223371,-0.706591,-0.568876,-1.497579
-0.059645,-0.548385,-0.706591,-0.700832,1.106117
-0.618674,1.511877,-0.706591,-0.709762,1.502058
-1.302718,-0.801786,-0.635722,-0.530590,-1.812857
-0.284908,1.054653,-0.706591,-0.709762,1.502058
0.080702,2.376746,-0.564852,-0.712517,1.637177
0.840227,1.908505,-0.706591,-0.693802,0.832638
0.024092,-0.372106,-0.706591,-0.647251,-0.423681
-1.229596,1.456789,-0.564852,-0.540375,-1.740793
-1.229596,1.456789,-0.564852,-0.540375,-1.740793
-1.229596,1.456789,-0.564852,-0.540375,-1.740793
0.290633,-0.234388,-0.352244,-0.678792,0.338271
-0.538476,0.222836,-0.706591,-0.628014,-0.767938
-0.442945,1.969101,-0.706591,-0.603361,-1.120265
-0.871063,2.343694,-0.635722,-0.672807,0.168509
-0.891112,1.847909,-0.635722,-0.600321,-1.158703
-1.093967,2.029697,-0.706591,-0.540470,-1.740793
-0.635185,2.844987,-0.706591,-0.709857,1.502058
-1.051509,-0.790769,-0.564852,-0.651764,-0.334717
0.702239,0.718621,-0.635722,-0.623264,-0.844742
1.363875,2.828461,-0.706591,-0.584361,-1.344215
-0.980746,-0.735682,-0.493983,-0.668579,0.053585
-1.003154,-0.884417,-0.706591,-0.694704,0.860928
-0.025442,2.161906,-0.564852,-0.668864,0.060680
-1.208367,0.927952,-0.493983,-0.625211,-0.815889
-0.444125,0.410132,-0.706591,-0.688149,0.627034
-1.046791,1.561455,-0.635722,-0.667012,0.012042
-0.258961,0.735147,-0.493983,-0.685204,0.529203
-1.312153,-0.664068,-0.493983,-0.566453,-1.524603
-1.088070,-0.003022,-0.706591,-0.670384,0.097682
-0.917059,-0.245406,-0.635722,-0.682782,0.451856
0.419186,0.030031,-0.706591,-0.676464,0.263336
-1.058585,0.217327,-0.706591,-0.676322,0.258965
-0.262499,1.120757,-0.635722,-0.625971,-0.806118
-1.170627,0.784725,-0.706591,-0.747572,4.204434
-0.687078,2.426325,-0.706591,-0.661691,-0.119367
0.132595,2.431833,-0.706591,-0.661691,-0.119367
-0.145740,-0.911961,-0.493983,-0.612434,-1.005676
-0.327365,0.035539,-0.635722,-0.591153,-1.272038
-0.273114,-0.564911,-0.706591,-0.636896,-0.624861
-1.325127,0.647007,-0.635722,-0.572296,-1.470556
-1.263798,1.357632,-0.706591,-0.649674,-0.383003
-1.266157,-0.278458,-0.706591,-0.650719,-0.362216
-1.105761,0.294449,-0.706591,-0.692852,0.786235
0.742338,1.153810,-0.706591,-0.698647,1.005036
0.093676,-0.917470,-0.564852,-0.665539,-0.028864
-0.957158,1.027109,-0.706591,-0.667582,0.020881
-0.556166,0.839813,-0.706591,-0.608206,-1.065199
-1.138784,-0.377615,-0.493983,-0.662784,-0.097649
1.025391,2.663200,-0.564852,-0.653901,-0.297904
-1.089249,2.123345,-0.706591,-0.710142,1.502058
-0.909982,1.175845,-0.706591,-0.675894,0.241270
-0.064362,-0.680595,-0.564852,-0.693184,0.792761
1.302547,2.106819,-0.706591,-0.710189,1.502058
-0.664670,1.963592,-0.635722,-0.702162,1.141741
-1.312153,0.228345,-0.706591,-0.692424,0.764742
-1.150577,0.316484,-0.635722,-0.626494,-0.803590
-1.033818,-0.091161,-0.706591,-0.618941,-0.918805
1.295471,-0.278458,-0.635722,-0.550540,-1.668730
1.984233,0.382589,-0.564852,-0.641266,-0.551748
-0.034878,1.941557,-0.706591,-0.585881,-1.335437
-0.638724,2.613621,-0.635722,-0.594906,-1.233900
0.502923,-0.840347,-0.493983,-0.531350,-1.816076
-1.226058,1.511877,-0.706591,-0.597756,-1.200318
-0.479506,1.925031,-0.706591,-0.597756,-1.200318
-0.843937,0.580903,-0.564852,-0.621696,-0.878562
0.781258,-0.498807,-0.706591,-0.625401,-0.821985
-0.195274,-0.939504,-0.635722,-0.526743,-1.848888
0.443953,-0.818313,-0.635722,-0.526743,-1.848888
-1.306256,-0.889926,-0.635722,-0.622219,-0.871513
-1.038536,1.533912,-0.706591,-0.647109,-0.442088
0.171515,2.123345,-0.706591,-0.666584,-0.010516
1.102051,0.867356,-0.635722,-0.648486,-0.414949
0.601991,2.128854,-0.423114,-0.710284,1.502058
-0.747227,0.553359,-0.564852,-0.611246,-1.029180
1.186967,-0.234388,-0.706591,-0.691997,0.745393
-0.777891,0.327502,-0.564852,-0.688482,0.623643
0.265866,-0.895435,-0.564852,-0.624261,-0.841390
-0.680002,0.586411,-0.564852,-0.578376,-1.416508
1.069028,1.236441,-0.635722,-0.654329,-0.295460
-0.919418,2.349202,-0.706591,-0.708622,1.421054
-1.097505,-0.427193,-0.564852,-0.554436,-1.639282
-0.508991,0.266906,-0.706591,-0.667154,-0.000067
-1.066841,2.277589,-0.706591,-0.707339,1.357650
1.676413,-0.763225,-0.564852,-0.561038,-1.583546
-1.288566,-0.906452,-0.493983,-0.566453,-1.535413
1.178711,2.046223,-0.706591,-0.690667,0.691345
-1.325127,0.729638,-0.635722,-0.669054,0.045081
-0.928853,-0.829330,-0.706591,-0.630626,-0.744763
0.742338,0.955496,-0.564852,-0.707292,1.351259
1.025391,-0.504315,-0.635722,-0.659744,-0.182426
0.537125,-0.300493,-0.564852,-0.644686,-0.497498
-0.373362,-0.047092,-0.635722,-0.681927,0.403092
-0.875780,-0.520842,-0.635722,-0.633191,-0.704219
-1.267337,0.388097,-0.706591,-0.653094,-0.328959
0.712854,-0.575929,-0.493983,-0.591581,-1.280090
-1.134066,0.140205,-0.706591,-0.663639,-0.092287
-0.784967,0.035539,-0.635722,-0.538808,-1.767876
-0.525502,-0.025057,-0.706591,-0.700832,1.069678
-0.116255,-0.559403,-0.635722,-0.561893,-1.579153
-0.174045,2.233519,-0.635722,-0.706057,1.291898
-0.722460,2.591586,-0.706591,-0.635851,-0.659843
-0.671746,3.021266,-0.706591,-0.635851,-0.659843
-1.050329,1.787313,-0.706591,-0.635851,-0.659843
-1.078635,2.068258,-0.706591,-0.635851,-0.659843
-0.725998,1.726717,-0.635722,-0.542418,-1.740793
-1.211905,1.478824,-0.706591,-0.635851,-0.659843
-1.213085,1.181353,-0.706591,-0.635851,-0.659843
1.352081,1.958083,-0.706591,-0.635851,-0.659843
-1.230776,1.478824,-0.635722,-0.710617,1.502058
0.901556,-0.889926,-0.706591,-0.691854,0.726952
-0.803838,-0.107687,-0.635722,-0.653046,-0.332032
-0.151637,0.790234,-0.706591,-0.665444,-0.050645
1.008880,2.382255,-0.706591,-0.654566,-0.299831
-1.198932,0.189783,-0.635722,-0.681832,0.397182
-0.244808,-0.785260,-0.564852,-0.658889,-0.205007
1.669336,0.983039,-0.635722,-0.649959,-0.396515
-0.709487,-0.856874,-0.564852,-0.696889,0.910780
0.044141,-0.945013,-0.564852,-0.588826,-1.313232
0.833151,1.054653,-0.635722,-0.568496,-1.520543
1.642210,-0.945013,-0.706591,-0.552726,-1.659722
-0.914700,0.531324,-0.635722,-0.672617,0.131611
1.230604,2.514464,-0.635722,-0.690429,0.674559
-1.124631,-0.548385,-0.635722,-0.590013,-1.300933
-1.300359,1.186862,-0.706591,-0.643404,-0.526263
-1.105761,0.283432,-0.635722,-0.705107,1.244918
-0.928853,0.558868,-0.635722,-0.719974,1.988486
-0.590369,2.789900,-0.635722,-0.627206,-0.806976
-0.834502,1.445772,-0.564852,-0.487317,-2.098176
1.347364,0.933461,-0.706591,-0.667154,-0.012263
1.217631,2.013170,-0.706591,-0.655991,-0.272887
-1.230776,-0.928487,-0.635722,-0.486320,-2.103725
-0.770815,-0.019548,-0.564852,-0.672142,0.116242
-0.736613,1.787313,-0.706591,-0.682734,0.419824
0.243458,-0.344563,-0.706591,-0.630674,-0.752578
-1.234314,-0.493298,-0.635722,-0.593908,-1.258910
-0.871063,2.767865,-0.635722,-0.642644,-0.543436
0.001683,-0.928487,-0.706591,-0.684397,0.470422
0.017015,1.341106,-0.635722,-0.623929,-0.860406
-0.930032,0.101644,-0.635722,-0.663734,-0.098698
1.295471,-0.790769,-0.564852,-0.657179,-0.250152
0.583121,0.200801,-0.564852,-0.668104,0.007789
-0.963055,0.487254,-0.635722,-0.699027,0.985307
0.968781,-0.283967,-0.706591,-0.638559,-0.619708
-1.213085,-0.702629,-0.635722,-0.671477,0.094276
-1.072738,1.748752,-0.635722,-0.527313,-1.856467
0.918067,1.693665,-0.706591,-0.698457,0.961583
2.005462,1.385176,-0.706591,-0.698457,0.961583
-1.149398,1.682647,-0.706591,-0.698457,0.961583
2.075045,1.258475,-0.706591,-0.698457,0.961583
0.241099,0.834304,-0.706591,-0.698457,0.961583
0.188027,2.470394,-0.706591,-0.698457,0.961583
-0.878139,2.222502,-0.706591,-0.698457,0.961583
-1.252005,0.079609,-0.706591,-0.701164,1.069678
2.113965,-0.449228,-0.635722,-0.686344,0.529203
-1.101043,1.308054,-0.706591,-0.669292,0.036584
-0.028981,-0.184810,-0.564852,-0.595666,-1.240854
0.206897,2.817444,-0.706591,-0.643404,-0.532419
0.458106,-0.614490,-0.493983,-0.612291,-1.030831
-1.244928,-0.531859,-0.635722,-0.663164,-0.115345
1.178711,-0.069126,-0.635722,-0.632859,-0.719948
-0.458277,1.076688,-0.706591,-0.693137,0.760292
2.244877,-0.399650,-0.423114,-0.577378,-1.440147
-0.138664,0.839813,-0.564852,-0.670574,0.068187
-1.121093,0.145714,-0.635722,-0.597043,-1.225687
-0.050210,-0.394141,-0.493983,-0.611294,-1.045461
1.089078,-0.597964,-0.706591,-0.695037,0.828435
0.199820,1.478824,-0.564852,-0.679742,0.321991
-1.277951,-0.278458,-0.635722,-0.663211,-0.116084
-1.214264,0.751673,-0.706591,-0.645019,-0.503811
-0.317930,1.958083,-0.706591,-0.636469,-0.659843
-1.138784,1.385176,-0.564852,-0.668627,0.015751
1.492428,0.151222,-0.706591,-0.659126,-0.211801
1.436997,-0.597964,-0.706591,-0.699217,0.985904
1.155124,0.740656,-0.635722,-0.641979,-0.562401
-1.064482,0.035539,-0.493983,-0.424569,-2.386578
-1.055047,1.853417,-0.706591,-0.644021,-0.524724
-0.089129,0.448693,-0.706591,-0.690667,0.668404
-1.096326,1.060162,-0.706591,-0.707814,1.350573
0.389702,0.140205,-0.635722,-0.689764,0.637298
0.849663,-0.945013,-0.635722,-0.647726,-0.453599
-1.104581,-0.757717,-0.564852,-0.525840,-1.870006
0.834331,0.294449,-0.706591,-0.656324,-0.276249
-0.947723,0.101644,-0.493983,-0.699977,1.012619
0.160901,0.547850,-0.706591,-0.670859,0.069621
0.875609,0.773708,-0.706591,-0.654661,-0.313376
-0.981925,1.379667,-0.706591,-0.543748,-1.740793
0.100752,0.090626,-0.706591,-0.688292,0.583537
-0.551449,-0.058109,-0.706591,-0.663259,-0.121058
1.666978,-0.069126,-0.564852,-0.702779,1.124774
0.584301,2.305133,-0.635722,-0.696177,0.862374
0.782437,1.313563,-0.706591,-0.658794,-0.224456
-1.180062,0.961005,-0.706591,-0.695322,0.829789
-0.713025,2.657691,-0.706591,-0.651574,-0.380080
-0.274293,0.057574,-0.564852,-0.575763,-1.461667
1.360337,-0.713647,-0.706591,-0.662736,-0.134661
-0.039595,0.013504,-0.635722,-0.624831,-0.856780
-0.204709,0.013504,-0.635722,-0.624831,-0.856780
0.637373,-0.586946,-0.706591,-0.671524,0.083782
0.987651,0.680060,-0.564852,-0.699169,0.975796
1.679951,0.481746,-0.493983,-0.476297,-2.163013
-0.742510,2.894566,-0.706591,-0.619986,-0.930080
1.265986,0.790234,-0.706591,-0.619986,-0.930080
-0.932391,2.872531,-0.706591,-0.619986,-0.930080
-0.573857,2.988214,-0.706591,-0.619986,-0.930080
-1.109299,1.814856,-0.706591,-0.619986,-0.930080
-1.244928,1.412720,-0.706591,-0.619986,-0.930080
-1.098684,2.106819,-0.706591,-0.619986,-0.930080
-1.298001,1.071179,-0.706591,-0.619986,-0.930080
-0.470071,-0.289475,-0.493983,-0.549970,-1.693184
0.863815,-0.614490,-0.706591,-0.667867,-0.011272
-0.542014,2.580569,-0.635722,-0.636089,-0.674149
1.598573,-0.003022,-0.635722,-0.676987,0.231836
0.810743,0.652516,-0.635722,-0.599941,-1.198244
0.853201,-0.878909,-0.635722,-0.644639,-0.519657
-0.419358,2.046223,-0.706591,-0.607256,-1.106664
-0.644620,0.707603,-0.564852,-0.577473,-1.446374
1.868653,-0.873400,-0.493983,-0.629581,-0.783796
0.817819,1.473316,-0.635722,-0.545125,-1.732886
-0.761380,0.872865,-0.635722,-0.628061,-0.808612
-0.766097,-0.680595,-0.635722,-0.716269,1.754280
-1.066841,0.817778,-0.493983,-0.517860,-1.927450
0.475797,-0.851365,-0.706591,-0.682212,0.382810
-1.204829,-0.840347,-0.423114,-0.620984,-0.918398
1.225887,-0.790769,-0.706591,-0.629011,-0.794962
-0.800300,-0.537368,-0.423114,-0.605878,-1.126889
0.936937,2.079275,-0.706591,-0.696557,0.868078
-1.101043,1.418228,-0.564852,-0.650956,-0.398498
-0.100923,-0.184810,-0.706591,-0.672854,0.113165
-0.605701,-0.311510,-0.564852,-0.632194,-0.744033
0.672755,3.004740,-0.706591,-0.683542,0.421108
-0.195274,-0.542876,-0.706591,-0.660979,-0.182225
-0.159893,1.489842,-0.706591,-0.699027,0.961583
0.422725,-0.801786,-0.706591,-0.683352,0.414384
-1.013769,0.635990,-0.635722,-0.667249,-0.033466
-0.551449,-0.206844,-0.635722,-0.587638,-1.343808
1.255372,0.591920,-0.564852,-0.686962,0.527955
-1.162371,-0.256423,-0.635722,-0.687532,0.545535
1.078464,-0.807295,-0.635722,-0.709002,1.385339
-0.373362,1.148301,-0.635722,-0.643214,-0.553006
0.988830,1.908505,-0.493983,-0.630816,-0.769476
-0.028981,2.178432,-0.706591,-0.711472,1.502058
-0.958337,2.756848,-0.706591,-0.711472,1.502058
-1.148219,1.842400,-0.706591,-0.620461,-0.930080
-0.619853,-0.697121,-0.635722,-0.703254,1.129829
0.611426,1.820365,-0.635722,-0.601651,-1.183537
-1.128169,-0.129722,-0.635722,-0.616234,-0.991638
-1.283848,-0.708138,-0.564852,-0.574196,-1.484067
-1.287386,-0.697121,-0.706591,-0.663354,-0.131562
-0.141022,-0.278458,-0.564852,-0.588066,-1.341717
-1.007872,0.184275,-0.706591,-0.635851,-0.686866
1.957107,-0.493298,-0.706591,-0.635851,-0.686866
1.812042,0.052065,-0.706591,-0.734510,2.909389
0.166798,-0.741190,-0.706591,-0.634046,-0.717932
0.131416,1.754260,-0.635722,-0.652429,-0.374228
1.583241,0.250379,-0.706591,-0.644876,-0.524724
-0.593907,-0.212353,-0.564852,-0.562083,-1.597967
1.604470,2.833970,-0.706591,-0.700309,1.003739
0.005222,-0.878909,-0.564852,-0.665776,-0.076182
-0.451201,2.294115,-0.706591,-0.616804,-0.986372
-0.598624,0.933461,-0.706591,-0.652904,-0.366777
-0.788506,0.988548,-0.493983,-0.639746,-0.621819
0.481694,0.779217,-0.706591,-0.672569,0.094189
-1.172986,0.052065,-0.493983,-0.625876,-0.854174
-0.537296,1.159319,-0.706591,-0.599038,-1.220059
-1.220161,-0.300493,-0.564852,-0.700689,1.014389
1.599752,0.189783,-0.564852,-0.520900,-1.915057
-0.892292,0.812269,-0.564852,-0.699407,0.961583
1.321417,0.768199,-0.635722,-0.577758,-1.454049
-0.468892,2.299624,-0.706591,-0.545315,-1.740793
0.652705,-0.895435,-0.493983,-0.612149,-1.054854
0.704598,2.387763,-0.564852,-0.625496,-0.862456
-1.200112,0.669042,-0.635722,-0.620081,-0.943763
0.848483,-0.812804,-0.635722,-0.642644,-0.573047
-0.907624,-0.603472,-0.635722,-0.682877,0.384739
0.092496,-0.911961,-0.493983,-0.608633,-1.102248
-1.148219,1.847909,-0.706591,-0.649911,-0.433431
1.234143,-0.939504,-0.352244,-0.545220,-1.742347
-1.125810,1.842400,-0.635722,-0.556716,-1.649443
1.480634,-0.933996,-0.635722,-0.654471,-0.340440
-0.822708,-0.080144,-0.564852,-0.673282,0.107749
-0.705949,1.153810,-0.706591,-0.650291,-0.427200
1.494787,-0.834839,-0.423114,-0.644686,-0.536808
-1.262619,-0.300493,-0.635722,-0.736885,3.078559
0.230484,-0.350071,-0.635722,-0.646966,-0.493376
-0.177583,-0.443720,-0.635722,-0.657986,-0.265318
-0.508991,2.740322,-0.706591,-0.648866,-0.456795
0.263507,-0.757717,-0.635722,-0.630769,-0.781754
-0.955979,-0.333545,-0.635722,-0.598468,-1.231595
0.402675,0.503781,-0.635722,-0.655564,-0.319369
1.468841,-0.482281,-0.493983,-0.678554,0.252056
-0.227118,0.889391,-0.564852,-0.665681,-0.088551
-0.236553,0.244871,-0.564852,-0.598896,-1.227342
-0.145740,-0.283967,-0.423114,-0.504085,-2.023503
1.047800,-0.823821,-0.635722,-0.573721,-1.498043
1.675233,1.891978,-0.635722,-0.686012,0.477071
0.006401,2.944144,-0.706591,-0.678507,0.249138
0.083061,-0.724664,-0.493983,-0.564031,-1.588208
2.214213,-0.829330,-0.564852,-0.681452,0.335348
-1.256722,-0.697121,-0.564852,-0.668817,-0.012607
1.849782,0.602938,-0.706591,-0.576571,-1.470556
1.867473,0.145714,-0.564852,-0.440815,-2.335316
-0.625750,1.792822,-0.564852,-0.477865,-2.166920
-1.235493,1.440263,-0.706591,-0.653711,-0.361807
1.414589,0.321993,-0.635722,-0.657416,-0.282442
-1.112837,0.151222,-0.564852,-0.576286,-1.474452
-0.715384,-0.724664,-0.635722,-0.497103,-2.065078
-0.741330,2.145380,-0.706591,-0.601698,-1.195497
-0.621033,1.776295,-0.564852,-0.607683,-1.120447
-0.656414,2.751339,-0.564852,-0.595666,-1.267877
-1.060944,2.233519,-0.706591,-0.694039,0.746311
1.289574,-0.564911,-0.564852,-0.658556,-0.258615
0.113725,0.046557,-0.635722,-0.508408,-1.999653
-0.373362,0.922443,-0.493983,-0.584171,-1.395382
0.110187,-0.608981,-0.635722,-0.659554,-0.237422
1.926443,-0.829330,-0.564852,-0.660409,-0.218162
-0.562063,-0.873400,-0.423114,-0.618039,-0.980904
-1.076276,-0.019548,-0.635722,-0.677652,0.219323
-1.049150,0.691077,-0.706591,-0.707482,1.285868
-0.380438,0.691077,-0.635722,-0.686107,0.473539
-1.263798,0.355045,-0.635722,-0.703492,1.110590
1.730664,1.269493,-0.706591,-0.672807,0.084253
-0.177583,0.542342,-0.635722,-0.683447,0.387964
-1.119913,0.063083,-0.635722,-0.673852,0.111378
-0.886395,-0.878909,-0.493983,-0.685204,0.442727
-1.287386,-0.438211,-0.706591,-0.635614,-0.709074
0.507640,2.051731,-0.635722,-0.684539,0.421108
1.131536,-0.774243,-0.635722,-0.585121,-1.388134
-0.304957,0.101644,-0.635722,-0.671002,0.035110
-0.781429,-0.878909,-0.635722,-0.497578,-2.065418
-0.283728,2.547516,-0.706591,-0.664826,-0.119367
0.947552,-0.333545,-0.706591,-0.669482,-0.005744
0.683369,0.432167,-0.635722,-0.677557,0.210789
1.662260,0.162240,-0.564852,-0.684587,0.419900
-1.172986,-0.388632,-0.493983,-0.572866,-1.512941
0.157363,0.509289,-0.706591,-0.664304,-0.134034
0.815460,2.547516,-0.706591,-0.678269,0.230226
-1.191856,0.580903,-0.706591,-0.746812,3.961221
-0.898189,2.712778,-0.635722,-0.690857,0.623981
1.097334,-0.388632,-0.706591,-0.694372,0.747833
-0.533758,0.580903,-0.635722,-0.626731,-0.857825
1.053696,-0.482281,-0.706591,-0.691902,0.658964
1.662260,1.506368,-0.635722,-0.671477,0.042741
-0.945364,1.148301,-0.635722,-0.500000,-2.053909
-0.095026,-0.763225,-0.635722,-0.623216,-0.912065
0.793052,-0.796278,-0.706591,-0.566026,-1.578651
-0.861628,-0.377615,-0.564852,-0.596473,-1.265906
-0.556166,1.434755,-0.706591,-0.749140,4.204434
-0.945364,-0.752208,-0.706591,-0.701877,1.033094
-1.231955,-0.228879,-0.706591,-0.674422,0.118999
0.245817,0.134696,-0.635722,-0.626826,-0.858209
-1.286207,-0.900943,-0.635722,-0.687104,0.494843
-1.062123,1.814856,-0.635722,-0.708574,1.321900
-0.578575,0.536833,-0.706591,-0.701164,1.002979
-0.993719,-0.608981,-0.706591,-0.664541,-0.133537
-0.901727,3.010249,-0.706591,-0.699122,0.920455
-1.287386,-0.686103,-0.423114,-0.663591,-0.156555
-0.286087,0.074100,-0.635722,-0.553296,-1.690329
